Date,Ticker,Open,High,Low,Close,Volume,DailyReturn_Pct
2023-06-08,AMZN,152.6,154.13,151.07,152.6,23427433,3.31
2023-06-09,AMZN,151.93,153.45,150.41,151.93,19519563,-0.44
2023-06-10,AMZN,146.49,147.95,145.03,146.49,20040096,-3.58
2023-06-11,AMZN,146.04,147.5,144.58,146.04,16231532,-0.31
2023-06-12,AMZN,143.32,144.75,141.89,143.32,16405468,-1.86
2023-06-13,AMZN,149.62,151.12,148.12,149.62,20358169,4.4
2023-06-14,AMZN,152.03,153.55,150.51,152.03,22747880,1.61
2023-06-15,AMZN,157.08,158.65,155.51,157.08,24741386,3.32
2023-06-16,AMZN,160.2,161.8,158.6,160.2,15435599,1.99
2023-06-17,AMZN,163.41,165.04,161.78,163.41,18801248,2.01
2023-06-18,AMZN,159.45,161.04,157.86,159.45,18883636,-2.43
2023-06-19,AMZN,160.1,161.7,158.5,160.1,12304587,0.41
2023-06-20,AMZN,161.54,163.16,159.92,161.54,23410468,0.9
2023-06-21,AMZN,161.98,163.6,160.36,161.98,16753301,0.27
2023-06-22,AMZN,164.12,165.76,162.48,164.12,19919060,1.32
2023-06-23,AMZN,170.0,171.7,168.3,170.0,13106053,3.58
2023-06-24,AMZN,161.41,163.02,159.8,161.41,19702753,-5.05
2023-06-25,AMZN,160.08,161.68,158.48,160.08,20808198,-0.82
2023-06-26,AMZN,161.58,163.2,159.96,161.58,24558678,0.93
2023-06-27,AMZN,160.96,162.57,159.35,160.96,21349614,-0.38
2023-06-28,AMZN,156.89,158.46,155.32,156.89,27395265,-2.53
2023-06-29,AMZN,160.52,162.13,158.91,160.52,22647638,2.31
2023-06-30,AMZN,158.09,159.67,156.51,158.09,24087162,-1.51
2023-07-01,AMZN,161.45,163.06,159.84,161.45,21918564,2.13
2023-07-02,AMZN,161.28,162.89,159.67,161.28,16845616,-0.1
2023-07-03,AMZN,161.26,162.87,159.65,161.26,17638109,-0.01
2023-07-04,AMZN,162.66,164.29,161.03,162.66,16697480,0.87
2023-07-05,AMZN,160.49,162.09,158.89,160.49,13749744,-1.34
2023-07-06,AMZN,162.36,163.98,160.74,162.36,21298382,1.16
2023-07-07,AMZN,160.88,162.49,159.27,160.88,12680477,-0.91
2023-07-08,AMZN,155.61,157.17,154.05,155.61,20301629,-3.28
2023-07-09,AMZN,158.88,160.47,157.29,158.88,17027339,2.1
2023-07-10,AMZN,162.88,164.51,161.25,162.88,25038596,2.52
2023-07-11,AMZN,164.52,166.17,162.87,164.52,23129341,1.01
2023-07-12,AMZN,160.98,162.59,159.37,160.98,14656958,-2.15
2023-07-13,AMZN,167.13,168.8,165.46,167.13,17029390,3.82
2023-07-14,AMZN,171.15,172.86,169.44,171.15,21258405,2.4
2023-07-15,AMZN,177.35,179.12,175.58,177.35,22327145,3.62
2023-07-16,AMZN,173.37,175.1,171.64,173.37,18961310,-2.25
2023-07-17,AMZN,175.97,177.73,174.21,175.97,18353277,1.5
2023-07-18,AMZN,179.83,181.63,178.03,179.83,20288421,2.19
2023-07-19,AMZN,183.84,185.68,182.0,183.84,23386967,2.23
2023-01-01,TSLA,151.08,152.59,149.57,151.08,19596450,0.72
2023-01-02,TSLA,149.61,151.11,148.11,149.61,16563135,-0.97
2023-01-03,TSLA,154.91,156.46,153.36,154.91,20239562,3.54
2023-01-04,TSLA,154.3,155.84,152.76,154.3,19300255,-0.4
2023-01-05,TSLA,154.29,155.83,152.75,154.29,18530302,-0.01
2023-01-06,TSLA,152.68,154.21,151.15,152.68,15907207,-1.04
2023-01-07,TSLA,152.97,154.5,151.44,152.97,23918255,0.19
2023-01-08,TSLA,150.91,152.42,149.4,150.91,21656025,-1.35
2023-01-09,TSLA,152.8,154.33,151.27,152.8,21205248,1.25
2023-01-10,TSLA,158.68,160.27,157.09,158.68,21805343,3.85
2023-01-11,TSLA,159.05,160.64,157.46,159.05,21006158,0.23
2023-01-12,TSLA,161.9,163.52,160.28,161.9,25219972,1.79
2023-01-13,TSLA,161.29,162.9,159.68,161.29,20538567,-0.38
2023-01-14,TSLA,171.33,173.04,169.62,171.33,19852878,6.22
2023-01-15,TSLA,171.19,172.9,169.48,171.19,17481371,-0.08
2023-01-16,TSLA,171.65,173.37,169.93,171.65,19777467,0.27
2023-01-17,TSLA,173.17,174.9,171.44,173.17,20812172,0.89
2023-01-18,TSLA,166.51,168.18,164.84,166.51,16079198,-3.85
2023-01-19,TSLA,166.14,167.8,164.48,166.14,18724367,-0.22
2023-01-20,TSLA,162.87,164.5,161.24,162.87,14479433,-1.97
2023-01-21,TSLA,168.33,170.01,166.65,168.33,24821524,3.35
2023-01-22,TSLA,171.05,172.76,169.34,171.05,18243023,1.61
2023-01-23,TSLA,176.25,178.01,174.49,176.25,17842975,3.04
2023-01-24,TSLA,177.96,179.74,176.18,177.96,17629637,0.97
2023-01-25,TSLA,178.22,180.0,176.44,178.22,21460126,0.15
2023-01-26,TSLA,173.06,174.79,171.33,173.06,18732822,-2.89
2023-01-27,TSLA,174.1,175.84,172.36,174.1,16237198,0.6
2023-01-28,TSLA,170.99,172.7,169.28,170.99,20753524,-1.79
2023-01-29,TSLA,169.33,171.02,167.64,169.33,16311219,-0.97
2023-01-30,TSLA,169.6,171.3,167.9,169.6,21305098,0.16
2023-01-31,TSLA,177.38,179.15,175.61,177.38,20252738,4.59
2023-02-01,TSLA,177.6,179.38,175.82,177.6,19146378,0.12
2023-02-02,TSLA,181.86,183.68,180.04,181.86,20977744,2.4
2023-02-03,TSLA,185.08,186.93,183.23,185.08,20667362,1.77
2023-02-04,TSLA,188.65,190.54,186.76,188.65,21134248,1.93
2023-02-05,TSLA,183.53,185.37,181.69,183.53,19135334,-2.72
2023-02-06,TSLA,182.77,184.6,180.94,182.77,21330163,-0.42
2023-02-07,TSLA,183.51,185.35,181.67,183.51,23991204,0.41
2023-02-08,TSLA,185.15,187.0,183.3,185.15,21414678,0.9
2023-02-09,TSLA,181.58,183.4,179.76,181.58,20450326,-1.93
2023-02-10,TSLA,180.98,182.79,179.17,180.98,13805487,-0.33
2023-02-11,TSLA,176.41,178.17,174.65,176.41,22168971,-2.53
2023-02-12,TSLA,178.89,180.68,177.1,178.89,18232052,1.41
2023-02-13,TSLA,177.07,178.84,175.3,177.07,16599537,-1.02
2023-02-14,TSLA,180.75,182.56,178.94,180.75,17571789,2.08
2023-02-15,TSLA,178.87,180.66,177.08,178.87,23046833,-1.04
2023-02-16,TSLA,182.61,184.44,180.78,182.61,19460768,2.09
2023-02-17,TSLA,182.84,184.67,181.01,182.84,21412989,0.13
2023-02-18,TSLA,181.52,183.34,179.7,181.52,19700589,-0.72
2023-02-19,TSLA,180.99,182.8,179.18,180.99,22061171,-0.29
2023-02-20,TSLA,186.3,188.16,184.44,186.3,23438357,2.93
2023-02-21,TSLA,190.27,192.17,188.37,190.27,16714220,2.13
2023-02-22,TSLA,195.38,197.33,193.43,195.38,17971219,2.68
2023-02-23,TSLA,188.61,190.5,186.72,188.61,17452502,-3.46
2023-02-24,TSLA,188.45,190.33,186.57,188.45,13887898,-0.08
2023-02-25,TSLA,191.32,193.23,189.41,191.32,22496448,1.52
2023-02-26,TSLA,190.05,191.95,188.15,190.05,16501852,-0.66
2023-02-27,TSLA,193.75,195.69,191.81,193.75,17229809,1.95
2023-02-28,TSLA,187.66,189.54,185.78,187.66,19806617,-3.14
2023-03-01,TSLA,187.95,189.83,186.07,187.95,20940342,0.15
2023-03-02,TSLA,191.02,192.93,189.11,191.02,22669191,1.64
2023-03-03,TSLA,186.38,188.24,184.52,186.38,13884751,-2.43
2023-03-04,TSLA,188.28,190.16,186.4,188.28,20148936,1.02
2023-03-05,TSLA,186.74,188.61,184.87,186.74,19565508,-0.82
2023-03-06,TSLA,183.8,185.64,181.96,183.8,25181526,-1.57
2023-03-07,TSLA,176.59,178.36,174.82,176.59,21269781,-3.92
2023-03-08,TSLA,172.23,173.95,170.51,172.23,18016899,-2.47
2023-03-09,TSLA,170.89,172.6,169.18,170.89,17054992,-0.78
2023-03-10,TSLA,170.29,171.99,168.59,170.29,12115334,-0.35
2023-03-11,TSLA,165.24,166.89,163.59,165.24,14435295,-2.97
2023-03-12,TSLA,161.37,162.98,159.76,161.37,17613467,-2.34
2023-03-13,TSLA,161.51,163.13,159.89,161.51,18069868,0.09
2023-03-14,TSLA,158.86,160.45,157.27,158.86,18428127,-1.64
2023-03-15,TSLA,156.8,158.37,155.23,156.8,18885887,-1.3
2023-03-16,TSLA,155.91,157.47,154.35,155.91,17660734,-0.57
2023-03-17,TSLA,151.15,152.66,149.64,151.15,19855987,-3.05
2023-03-18,TSLA,153.83,155.37,152.29,153.83,16818069,1.77
2023-03-19,TSLA,153.65,155.19,152.11,153.65,18668866,-0.12
2023-03-20,TSLA,155.59,157.15,154.03,155.59,17398023,1.26
2023-03-21,TSLA,155.07,156.62,153.52,155.07,19628956,-0.33
2023-03-22,TSLA,156.01,157.57,154.45,156.01,16696148,0.61
2023-03-23,TSLA,157.11,158.68,155.54,157.11,18401967,0.71
2023-03-24,TSLA,158.88,160.47,157.29,158.88,18806532,1.13
2023-03-25,TSLA,163.02,164.65,161.39,163.02,15172076,2.61
2023-03-26,TSLA,164.95,166.6,163.3,164.95,20938975,1.19
2023-03-27,TSLA,166.64,168.31,164.97,166.64,23159493,1.02
2023-03-28,TSLA,160.81,162.42,159.2,160.81,26499624,-3.5
2023-03-29,TSLA,162.64,164.27,161.01,162.64,25787929,1.14
2023-03-30,TSLA,168.87,170.56,167.18,168.87,21284765,3.83
2023-03-31,TSLA,169.91,171.61,168.21,169.91,22248544,0.62
2023-04-01,TSLA,162.33,163.95,160.71,162.33,19735818,-4.46
2023-04-02,TSLA,165.64,167.3,163.98,165.64,24584065,2.04
2023-04-03,TSLA,164.76,166.41,163.11,164.76,21081977,-0.53
2023-04-04,TSLA,166.81,168.48,165.14,166.81,19753252,1.25
2023-04-05,TSLA,163.86,165.5,162.22,163.86,18012609,-1.77
2023-04-06,TSLA,160.6,162.21,158.99,160.6,15462801,-1.99
2023-04-07,TSLA,160.22,161.82,158.62,160.22,26650254,-0.24
2023-04-08,TSLA,161.17,162.78,159.56,161.17,19139076,0.59
2023-04-09,TSLA,162.53,164.16,160.9,162.53,17522412,0.85
2023-04-10,TSLA,157.29,158.86,155.72,157.29,17932418,-3.22
2023-04-11,TSLA,153.89,155.43,152.35,153.89,14453374,-2.16
2023-04-12,TSLA,152.35,153.87,150.83,152.35,21464357,-1.0
2023-04-13,TSLA,153.7,155.24,152.16,153.7,20813820,0.89
2023-04-14,TSLA,158.99,160.58,157.4,158.99,18342853,3.44
2023-04-15,TSLA,160.53,162.14,158.92,160.53,18835031,0.97
2023-04-16,TSLA,165.26,166.91,163.61,165.26,17574556,2.94
2023-04-17,TSLA,167.88,169.56,166.2,167.88,20749285,1.59
2023-04-18,TSLA,172.14,173.86,170.42,172.14,20027762,2.54
2023-04-19,TSLA,171.5,173.22,169.78,171.5,18927908,-0.37
2023-04-20,TSLA,171.15,172.86,169.44,171.15,14404192,-0.21
2023-04-21,TSLA,169.54,171.24,167.84,169.54,18253862,-0.94
2023-04-22,TSLA,165.84,167.5,164.18,165.84,18316858,-2.18
2023-04-23,TSLA,163.03,164.66,161.4,163.03,18459762,-1.7
2023-04-24,TSLA,165.23,166.88,163.58,165.23,21880907,1.35
2023-04-25,TSLA,170.61,172.32,168.9,170.61,20924341,3.26
2023-04-26,TSLA,165.59,167.25,163.93,165.59,19012388,-2.94
2023-04-27,TSLA,163.64,165.28,162.0,163.64,17052740,-1.18
2023-04-28,TSLA,167.32,168.99,165.65,167.32,21363507,2.25
2023-04-29,TSLA,167.72,169.4,166.04,167.72,15547957,0.24
2023-04-30,TSLA,167.61,169.29,165.93,167.61,26978920,-0.06
2023-05-01,TSLA,164.97,166.62,163.32,164.97,19345773,-1.57
2023-05-02,TSLA,169.72,171.42,168.02,169.72,18684193,2.88
2023-05-03,TSLA,168.33,170.01,166.65,168.33,19313903,-0.82
2023-05-04,TSLA,169.67,171.37,167.97,169.67,17193217,0.79
2023-05-05,TSLA,172.97,174.7,171.24,172.97,18816861,1.95
2023-05-06,TSLA,173.86,175.6,172.12,173.86,18749865,0.51
2023-05-07,TSLA,169.39,171.08,167.7,169.39,13412639,-2.57
2023-05-08,TSLA,170.33,172.03,168.63,170.33,14552628,0.56
2023-05-09,TSLA,173.1,174.83,171.37,173.1,20381396,1.63
2023-05-10,TSLA,180.28,182.08,178.48,180.28,18248833,4.15
2023-05-11,TSLA,186.71,188.58,184.84,186.71,19127436,3.57
2023-05-12,TSLA,190.37,192.27,188.47,190.37,21637048,1.96
2023-05-13,TSLA,183.58,185.42,181.74,183.58,29580460,-3.57
2023-05-14,TSLA,189.71,191.61,187.81,189.71,21192666,3.34
2023-05-15,TSLA,194.94,196.89,192.99,194.94,20821741,2.76
2023-05-16,TSLA,198.59,200.58,196.6,198.59,20469866,1.87
2023-05-17,TSLA,194.65,196.6,192.7,194.65,19694887,-1.98
2023-05-18,TSLA,192.81,194.74,190.88,192.81,21896974,-0.95
2023-05-19,TSLA,188.94,190.83,187.05,188.94,20443325,-2.01
2023-05-20,TSLA,183.8,185.64,181.96,183.8,22312553,-2.72
2023-05-21,TSLA,179.5,181.29,177.71,179.5,21810960,-2.34
2023-05-22,TSLA,180.1,181.9,178.3,180.1,23128416,0.34
2023-05-23,TSLA,179.74,181.54,177.94,179.74,22441806,-0.2
2023-05-24,TSLA,180.46,182.26,178.66,180.46,21284841,0.4
2023-05-25,TSLA,174.17,175.91,172.43,174.17,18068971,-3.48
2023-05-26,TSLA,173.78,175.52,172.04,173.78,24111032,-0.23
2023-05-27,TSLA,175.16,176.91,173.41,175.16,14843334,0.79
2023-05-28,TSLA,176.87,178.64,175.1,176.87,17368142,0.98
2023-05-29,TSLA,174.25,175.99,172.51,174.25,19825570,-1.48
2023-05-30,TSLA,175.39,177.14,173.64,175.39,17666953,0.65
2023-05-31,TSLA,169.44,171.13,167.75,169.44,19468542,-3.39
2023-06-01,TSLA,168.85,170.54,167.16,168.85,24300692,-0.35
2023-06-02,TSLA,169.16,170.85,167.47,169.16,23536422,0.19
2023-06-03,TSLA,176.49,178.25,174.73,176.49,16678232,4.33
2023-06-04,TSLA,181.86,183.68,180.04,181.86,22797350,3.04
2023-06-05,TSLA,173.97,175.71,172.23,173.97,19436075,-4.34
2023-06-06,TSLA,176.6,178.37,174.83,176.6,21013622,1.51
2023-06-07,TSLA,182.63,184.46,180.8,182.63,21770871,3.42
2023-06-08,TSLA,177.59,179.37,175.81,177.59,22377848,-2.76
2023-06-09,TSLA,173.71,175.45,171.97,173.71,18342126,-2.19
2023-06-10,TSLA,177.7,179.48,175.92,177.7,22956708,2.3
2023-06-11,TSLA,178.01,179.79,176.23,178.01,17826416,0.18
2023-06-12,TSLA,177.48,179.25,175.71,177.48,19663376,-0.3
2023-06-13,TSLA,175.65,177.41,173.89,175.65,23406427,-1.03
2023-06-14,TSLA,174.37,176.11,172.63,174.37,19214810,-0.73
2023-06-15,TSLA,173.73,175.47,171.99,173.73,22091561,-0.37
2023-06-16,TSLA,174.79,176.54,173.04,174.79,20654797,0.61
2023-06-17,TSLA,171.67,173.39,169.95,171.67,20704298,-1.79
2023-06-18,TSLA,174.4,176.14,172.66,174.4,18966793,1.59
2023-06-19,TSLA,175.08,176.83,173.33,175.08,22762311,0.39
2023-06-20,TSLA,172.45,174.17,170.73,172.45,17637972,-1.5
2023-06-21,TSLA,172.21,173.93,170.49,172.21,22340175,-0.14
2023-06-22,TSLA,162.11,163.73,160.49,162.11,19413258,-5.86
2023-06-23,TSLA,159.99,161.59,158.39,159.99,21072354,-1.31
2023-06-24,TSLA,159.84,161.44,158.24,159.84,23428317,-0.1
2023-06-25,TSLA,162.08,163.7,160.46,162.08,19317126,1.4
2023-06-26,TSLA,158.94,160.53,157.35,158.94,21048744,-1.94
2023-06-27,TSLA,158.15,159.73,156.57,158.15,19386781,-0.5
2023-06-28,TSLA,154.63,156.18,153.08,154.63,20457942,-2.22
2023-06-29,TSLA,153.22,154.75,151.69,153.22,18779088,-0.91
2023-06-30,TSLA,142.29,143.71,140.87,142.29,20100171,-7.14
2023-07-01,TSLA,139.72,141.12,138.32,139.72,21547905,-1.8
2023-07-02,TSLA,140.06,141.46,138.66,140.06,15591081,0.24
2023-07-03,TSLA,139.91,141.31,138.51,139.91,20644812,-0.11
2023-07-04,TSLA,145.89,147.35,144.43,145.89,21798102,4.27
2023-07-05,TSLA,142.27,143.69,140.85,142.27,25829541,-2.48
2023-07-06,TSLA,141.63,143.05,140.21,141.63,19162408,-0.45
2023-07-07,TSLA,147.27,148.74,145.8,147.27,18114618,3.98
2023-07-08,TSLA,146.95,148.42,145.48,146.95,15106003,-0.21
2023-07-09,TSLA,146.98,148.45,145.51,146.98,19546860,0.02
2023-07-10,TSLA,145.96,147.42,144.5,145.96,20474934,-0.7
2023-07-11,TSLA,143.72,145.16,142.28,143.72,24393635,-1.54
2023-07-12,TSLA,143.92,145.36,142.48,143.92,17690365,0.14
2023-07-13,TSLA,140.06,141.46,138.66,140.06,20141969,-2.68
2023-07-14,TSLA,142.77,144.2,141.34,142.77,21068556,1.94
2023-07-15,TSLA,148.58,150.07,147.09,148.58,26021592,4.07
2023-07-16,TSLA,144.93,146.38,143.48,144.93,15527923,-2.46
2023-07-17,TSLA,142.84,144.27,141.41,142.84,22116047,-1.44
2023-07-18,TSLA,144.1,145.54,142.66,144.1,23032364,0.88
2023-07-19,TSLA,141.26,142.67,139.85,141.26,14678414,-1.97
