Invoice_ID,Branch,City,Customer_Type,Gender,Product_Line,Unit_Price,Quantity,Tax,Total,Date,Time,Payment,Rating
INV000965,A,Yangon,Normal,Male,Electronic accessories,65.71,7,22.9985,482.9685,13-02-2023,09:25,Cash,6.2
INV000966,A,Yangon,Normal,Female,Health and beauty,63.14,10,31.57,662.97,13-02-2023,05:10,Ewallet,7.1
INV000967,A,Yangon,Normal,Male,Sports and travel,36.6,1,1.83,38.43,13-02-2023,04:59,Ewallet,7.7
INV000968,C,Naypyitaw,Member,Female,Food and beverages,23.22,5,5.805,121.905,13-02-2023,21:23,Cash,8.4
INV000969,A,Yangon,Normal,Male,Electronic accessories,29.24,5,7.31,153.51,14-02-2023,03:05,Ewallet,4.1
INV000970,B,Mandalay,Member,Male,Health and beauty,34.88,10,17.44,366.24,14-02-2023,06:27,Cash,8.5
INV000971,B,Mandalay,Normal,Male,Food and beverages,77.69,4,15.538,326.298,14-02-2023,04:36,Credit card,5.2
INV000972,B,Mandalay,Member,Female,Home and lifestyle,87.55,7,30.6425,643.4925,14-02-2023,07:30,Cash,5.4
INV000973,A,Yangon,Member,Female,Health and beauty,91.33,1,4.5665,95.8965,14-02-2023,05:32,Credit card,9.0
INV000974,B,Mandalay,Normal,Male,Food and beverages,39.92,9,17.964,377.244,14-02-2023,18:55,Cash,7.0
INV000975,C,Naypyitaw,Member,Male,Food and beverages,49.76,2,4.976,104.496,14-02-2023,09:23,Ewallet,6.6
INV000976,C,Naypyitaw,Member,Male,Electronic accessories,47.46,5,11.865,249.165,14-02-2023,19:03,Cash,8.8
INV000977,A,Yangon,Member,Male,Fashion accessories,34.18,8,13.672,287.112,14-02-2023,05:08,Ewallet,9.1
INV000978,A,Yangon,Normal,Female,Sports and travel,84.13,1,4.2065,88.3365,14-02-2023,02:00,Ewallet,7.3
INV000979,B,Mandalay,Member,Female,Electronic accessories,59.97,8,23.988,503.748,14-02-2023,08:47,Credit card,4.1
INV000980,A,Yangon,Normal,Female,Sports and travel,58.88,1,2.944,61.824,14-02-2023,14:00,Ewallet,6.2
INV000981,C,Naypyitaw,Normal,Female,Electronic accessories,41.58,3,6.237,130.977,14-02-2023,20:49,Cash,7.3
INV000982,C,Naypyitaw,Member,Male,Food and beverages,20.62,6,6.186,129.906,14-02-2023,03:22,Cash,7.0
INV000983,A,Yangon,Member,Female,Electronic accessories,83.94,9,37.773,793.233,14-02-2023,07:52,Credit card,8.6
INV000984,C,Naypyitaw,Normal,Male,Fashion accessories,50.85,9,22.8825,480.5325,14-02-2023,08:05,Credit card,7.6
INV000985,A,Yangon,Normal,Female,Sports and travel,86.15,1,4.3075,90.4575,14-02-2023,12:14,Ewallet,8.1
INV000986,C,Naypyitaw,Member,Female,Electronic accessories,83.12,3,12.468,261.828,14-02-2023,17:40,Ewallet,8.3
INV000987,C,Naypyitaw,Normal,Female,Health and beauty,83.04,6,24.912,523.152,14-02-2023,17:22,Credit card,7.7
INV000988,B,Mandalay,Member,Female,Fashion accessories,29.92,4,5.984,125.664,14-02-2023,01:36,Cash,6.4
INV000989,A,Yangon,Member,Male,Sports and travel,70.09,8,28.036,588.756,14-02-2023,03:27,Credit card,7.1
INV000990,A,Yangon,Member,Male,Food and beverages,74.52,2,7.452,156.492,14-02-2023,11:28,Ewallet,9.9
INV000991,A,Yangon,Member,Male,Electronic accessories,35.02,8,14.008,294.168,15-02-2023,22:41,Credit card,5.9
INV000992,B,Mandalay,Normal,Male,Fashion accessories,81.71,5,20.4275,428.9775,15-02-2023,23:11,Credit card,6.4
INV000993,A,Yangon,Member,Female,Sports and travel,76.25,9,34.3125,720.5625,15-02-2023,21:32,Credit card,7.4
INV000994,A,Yangon,Normal,Male,Fashion accessories,67.9,9,30.555,641.655,15-02-2023,08:08,Cash,4.7
INV000995,C,Naypyitaw,Member,Female,Electronic accessories,88.89,5,22.2225,466.6725,15-02-2023,13:54,Ewallet,6.0
INV000996,C,Naypyitaw,Member,Female,Electronic accessories,50.05,9,22.5225,472.9725,15-02-2023,11:34,Ewallet,5.0
INV000997,B,Mandalay,Normal,Female,Health and beauty,38.44,2,3.844,80.724,15-02-2023,20:01,Ewallet,4.4
INV000998,B,Mandalay,Normal,Male,Sports and travel,73.75,9,33.1875,696.9375,15-02-2023,04:13,Ewallet,7.7
INV000999,B,Mandalay,Normal,Male,Fashion accessories,34.69,5,8.6725,182.1225,15-02-2023,13:53,Credit card,6.5
INV001000,B,Mandalay,Member,Male,Fashion accessories,96.71,2,9.671,203.091,15-02-2023,14:47,Cash,9.6
INV001001,C,Naypyitaw,Member,Male,Home and lifestyle,25.35,4,5.07,106.47,15-02-2023,02:42,Cash,8.4
INV001002,C,Naypyitaw,Member,Male,Health and beauty,65.25,8,26.1,548.1,15-02-2023,23:56,Ewallet,9.3
INV001003,A,Yangon,Normal,Male,Health and beauty,70.35,3,10.5525,221.6025,15-02-2023,23:08,Cash,6.1
INV001004,A,Yangon,Normal,Male,Fashion accessories,67.38,8,26.952,565.992,15-02-2023,05:38,Cash,8.6
INV001005,C,Naypyitaw,Normal,Male,Food and beverages,42.64,6,12.792,268.632,15-02-2023,10:23,Ewallet,4.9
INV001006,B,Mandalay,Member,Male,Food and beverages,14.87,3,2.2305,46.8405,15-02-2023,21:20,Ewallet,8.5
INV001007,B,Mandalay,Member,Female,Home and lifestyle,72.97,3,10.9455,229.8555,15-02-2023,01:46,Credit card,5.1
INV001008,B,Mandalay,Member,Female,Fashion accessories,60.18,10,30.09,631.89,15-02-2023,06:42,Cash,4.5
INV001009,C,Naypyitaw,Member,Female,Home and lifestyle,51.24,9,23.058,484.218,15-02-2023,13:12,Ewallet,4.1
INV001010,B,Mandalay,Member,Female,Health and beauty,82.57,6,24.771,520.191,15-02-2023,02:49,Credit card,5.6
INV001011,B,Mandalay,Normal,Female,Food and beverages,44.85,9,20.1825,423.8325,15-02-2023,11:50,Cash,5.7
INV001012,C,Naypyitaw,Member,Male,Fashion accessories,51.83,6,15.549,326.529,15-02-2023,13:52,Ewallet,9.5
INV001013,A,Yangon,Normal,Male,Fashion accessories,89.86,10,44.93,943.53,16-02-2023,09:37,Cash,5.7
INV001014,C,Naypyitaw,Member,Male,Fashion accessories,45.56,6,13.668,287.028,16-02-2023,23:40,Ewallet,7.5
INV001015,C,Naypyitaw,Member,Female,Electronic accessories,68.05,4,13.61,285.81,16-02-2023,12:18,Ewallet,9.1
INV001016,B,Mandalay,Member,Male,Food and beverages,97.79,5,24.4475,513.3975,16-02-2023,22:51,Credit card,5.5
INV001017,A,Yangon,Member,Male,Home and lifestyle,19.2,1,0.96,20.16,16-02-2023,03:36,Ewallet,7.1
INV001018,A,Yangon,Normal,Male,Home and lifestyle,60.45,2,6.045,126.945,16-02-2023,12:17,Cash,8.4
INV001019,C,Naypyitaw,Normal,Male,Home and lifestyle,39.9,9,17.955,377.055,16-02-2023,00:24,Cash,4.8
INV001020,B,Mandalay,Member,Male,Health and beauty,28.46,6,8.538,179.298,16-02-2023,05:19,Cash,9.2
INV001021,C,Naypyitaw,Member,Male,Home and lifestyle,51.36,3,7.704,161.784,16-02-2023,19:27,Ewallet,9.5
INV001022,A,Yangon,Normal,Male,Sports and travel,36.32,5,9.08,190.68,16-02-2023,11:45,Cash,6.4
INV001023,C,Naypyitaw,Normal,Male,Electronic accessories,35.8,10,17.9,375.9,16-02-2023,23:24,Cash,6.4
INV001024,C,Naypyitaw,Member,Female,Electronic accessories,97.62,9,43.929,922.509,16-02-2023,02:14,Cash,8.7
INV001025,B,Mandalay,Member,Male,Electronic accessories,87.54,2,8.754,183.834,16-02-2023,06:07,Cash,7.9
INV001026,A,Yangon,Member,Male,Electronic accessories,58.92,3,8.838,185.598,16-02-2023,09:02,Cash,8.4
INV001027,C,Naypyitaw,Normal,Male,Fashion accessories,23.39,9,10.5255,221.0355,16-02-2023,12:38,Ewallet,8.2
INV001028,C,Naypyitaw,Normal,Female,Health and beauty,45.52,5,11.38,238.98,16-02-2023,19:46,Cash,5.3
INV001029,A,Yangon,Normal,Female,Health and beauty,98.3,8,39.32,825.72,16-02-2023,23:52,Credit card,4.5
INV001030,B,Mandalay,Normal,Male,Home and lifestyle,48.47,7,16.9645,356.2545,16-02-2023,00:00,Cash,8.6
INV001031,C,Naypyitaw,Member,Male,Sports and travel,19.62,7,6.867,144.207,16-02-2023,06:35,Credit card,4.2
INV001032,A,Yangon,Member,Male,Health and beauty,19.42,5,4.855,101.955,16-02-2023,10:22,Ewallet,4.6
INV001033,B,Mandalay,Member,Female,Fashion accessories,49.61,3,7.4415,156.2715,16-02-2023,02:06,Ewallet,10.0
INV001034,B,Mandalay,Member,Female,Electronic accessories,67.66,9,30.447,639.387,16-02-2023,15:12,Cash,4.8
INV001035,C,Naypyitaw,Normal,Male,Home and lifestyle,34.82,4,6.964,146.244,17-02-2023,10:58,Ewallet,7.6
INV001036,A,Yangon,Normal,Male,Electronic accessories,88.31,7,30.9085,649.0785,17-02-2023,07:57,Ewallet,8.6
INV001037,C,Naypyitaw,Member,Male,Sports and travel,89.91,5,22.4775,472.0275,17-02-2023,00:54,Ewallet,4.2
INV001038,C,Naypyitaw,Normal,Male,Fashion accessories,66.7,3,10.005,210.105,17-02-2023,19:05,Cash,4.9
INV001039,B,Mandalay,Normal,Female,Food and beverages,73.12,5,18.28,383.88,17-02-2023,03:40,Credit card,6.7
INV001040,A,Yangon,Member,Male,Food and beverages,50.34,6,15.102,317.142,17-02-2023,21:27,Credit card,7.9
INV001041,A,Yangon,Member,Female,Electronic accessories,20.4,2,2.04,42.84,17-02-2023,22:39,Ewallet,5.8
INV001042,B,Mandalay,Normal,Female,Electronic accessories,40.74,1,2.037,42.777,17-02-2023,19:37,Ewallet,6.4
INV001043,A,Yangon,Normal,Female,Home and lifestyle,15.03,4,3.006,63.126,17-02-2023,21:04,Cash,5.3
INV001044,B,Mandalay,Normal,Female,Fashion accessories,64.98,10,32.49,682.29,17-02-2023,08:11,Credit card,7.0
INV001045,B,Mandalay,Normal,Male,Health and beauty,30.48,2,3.048,64.008,17-02-2023,14:28,Ewallet,8.7
INV001046,B,Mandalay,Member,Female,Electronic accessories,43.66,9,19.647,412.587,17-02-2023,20:44,Credit card,9.1
INV001047,B,Mandalay,Member,Female,Electronic accessories,57.48,7,20.118,422.478,17-02-2023,07:28,Ewallet,4.2
INV001048,B,Mandalay,Member,Female,Food and beverages,72.97,3,10.9455,229.8555,17-02-2023,14:50,Cash,4.7
INV001049,B,Mandalay,Normal,Male,Food and beverages,78.87,3,11.8305,248.4405,17-02-2023,19:19,Ewallet,6.9
INV001050,C,Naypyitaw,Normal,Female,Sports and travel,94.43,5,23.6075,495.7575,17-02-2023,16:36,Ewallet,4.1
INV001051,A,Yangon,Normal,Female,Electronic accessories,31.44,2,3.144,66.024,17-02-2023,15:28,Credit card,8.1
INV001052,B,Mandalay,Member,Female,Sports and travel,62.08,10,31.04,651.84,17-02-2023,18:36,Credit card,6.2
INV001053,B,Mandalay,Normal,Male,Sports and travel,68.8,1,3.44,72.24,17-02-2023,18:38,Credit card,5.4
INV001054,A,Yangon,Member,Female,Fashion accessories,59.93,10,29.965,629.265,17-02-2023,05:30,Ewallet,9.5
INV001055,C,Naypyitaw,Normal,Male,Health and beauty,32.03,10,16.015,336.315,17-02-2023,05:31,Cash,4.3
INV001056,B,Mandalay,Normal,Male,Health and beauty,54.04,2,5.404,113.484,17-02-2023,14:17,Credit card,7.0
INV001057,A,Yangon,Normal,Male,Fashion accessories,46.33,3,6.9495,145.9395,18-02-2023,01:05,Credit card,5.5
INV001058,A,Yangon,Normal,Female,Food and beverages,70.45,7,24.6575,517.8075,18-02-2023,01:44,Ewallet,6.0
INV001059,A,Yangon,Member,Male,Food and beverages,12.88,2,1.288,27.048,18-02-2023,06:32,Cash,7.4
INV001060,C,Naypyitaw,Normal,Female,Food and beverages,37.64,9,16.938,355.698,18-02-2023,01:32,Cash,5.7
INV001061,A,Yangon,Normal,Male,Electronic accessories,43.28,1,2.164,45.444,18-02-2023,15:00,Ewallet,5.8
INV001062,B,Mandalay,Member,Male,Home and lifestyle,57.55,4,11.51,241.71,18-02-2023,14:31,Credit card,4.6
INV001063,B,Mandalay,Member,Female,Sports and travel,21.23,5,5.3075,111.4575,18-02-2023,00:18,Ewallet,6.5
INV001064,C,Naypyitaw,Member,Male,Fashion accessories,14.65,3,2.1975,46.1475,18-02-2023,22:21,Cash,5.2
INV001065,B,Mandalay,Normal,Female,Home and lifestyle,36.56,9,16.452,345.492,18-02-2023,10:40,Ewallet,8.4
INV001066,A,Yangon,Member,Male,Health and beauty,10.16,5,2.54,53.34,18-02-2023,23:37,Ewallet,4.9
INV001067,A,Yangon,Normal,Female,Sports and travel,42.47,6,12.741,267.561,18-02-2023,21:36,Cash,4.7
INV001068,A,Yangon,Member,Female,Food and beverages,35.77,8,14.308,300.468,18-02-2023,01:19,Ewallet,5.1
INV001069,C,Naypyitaw,Normal,Male,Electronic accessories,69.1,1,3.455,72.555,18-02-2023,05:18,Cash,9.2
INV001070,B,Mandalay,Normal,Female,Food and beverages,89.93,1,4.4965,94.4265,18-02-2023,12:03,Ewallet,8.1
INV001071,B,Mandalay,Normal,Male,Electronic accessories,81.58,2,8.158,171.318,18-02-2023,12:54,Ewallet,6.1
INV001072,A,Yangon,Normal,Male,Home and lifestyle,77.77,6,23.331,489.951,18-02-2023,20:03,Ewallet,6.7
INV001073,B,Mandalay,Normal,Female,Food and beverages,72.54,5,18.135,380.835,18-02-2023,06:27,Ewallet,4.0
INV001074,A,Yangon,Normal,Female,Food and beverages,50.34,5,12.585,264.285,18-02-2023,14:58,Ewallet,7.5
INV001075,B,Mandalay,Normal,Female,Sports and travel,97.09,2,9.709,203.889,18-02-2023,14:49,Cash,6.5
INV001076,B,Mandalay,Member,Female,Health and beauty,39.16,5,9.79,205.59,18-02-2023,09:27,Cash,6.9
INV001077,B,Mandalay,Member,Male,Electronic accessories,68.48,4,13.696,287.616,18-02-2023,23:00,Cash,8.2
INV001078,C,Naypyitaw,Member,Male,Food and beverages,62.42,9,28.089,589.869,18-02-2023,14:27,Credit card,7.1
INV001079,C,Naypyitaw,Member,Male,Electronic accessories,39.86,9,17.937,376.677,19-02-2023,17:22,Ewallet,7.5
INV001080,B,Mandalay,Member,Female,Electronic accessories,16.63,5,4.1575,87.3075,19-02-2023,11:15,Ewallet,5.1
INV001081,B,Mandalay,Normal,Male,Food and beverages,67.35,2,6.735,141.435,19-02-2023,20:01,Credit card,8.7
INV001082,A,Yangon,Normal,Male,Food and beverages,13.59,6,4.077,85.617,19-02-2023,04:02,Ewallet,6.5
INV001083,C,Naypyitaw,Member,Female,Electronic accessories,12.6,2,1.26,26.46,19-02-2023,05:22,Cash,5.8
INV001084,B,Mandalay,Normal,Female,Home and lifestyle,19.38,9,8.721,183.141,19-02-2023,06:21,Ewallet,7.3
INV001085,B,Mandalay,Member,Male,Sports and travel,59.72,8,23.888,501.648,19-02-2023,23:02,Ewallet,5.1
INV001086,C,Naypyitaw,Member,Female,Electronic accessories,45.46,4,9.092,190.932,19-02-2023,09:43,Ewallet,6.0
INV001087,C,Naypyitaw,Normal,Female,Sports and travel,21.12,7,7.392,155.232,19-02-2023,12:09,Credit card,8.5
INV001088,B,Mandalay,Member,Male,Electronic accessories,67.55,4,13.51,283.71,19-02-2023,04:15,Credit card,9.0
INV001089,C,Naypyitaw,Normal,Male,Fashion accessories,56.97,9,25.6365,538.3665,19-02-2023,17:27,Ewallet,5.4
INV001090,C,Naypyitaw,Normal,Female,Sports and travel,49.81,1,2.4905,52.3005,19-02-2023,06:37,Cash,4.4
INV001091,C,Naypyitaw,Normal,Male,Electronic accessories,61.69,2,6.169,129.549,19-02-2023,09:13,Ewallet,7.0
INV001092,A,Yangon,Member,Male,Food and beverages,62.25,7,21.7875,457.5375,19-02-2023,10:51,Credit card,7.4
INV001093,B,Mandalay,Normal,Male,Health and beauty,51.86,7,18.151,381.171,19-02-2023,14:36,Ewallet,9.8
INV001094,B,Mandalay,Normal,Male,Sports and travel,62.49,8,24.996,524.916,19-02-2023,05:03,Credit card,7.0
INV001095,B,Mandalay,Normal,Female,Fashion accessories,50.45,4,10.09,211.89,19-02-2023,23:34,Cash,4.4
INV001096,A,Yangon,Normal,Female,Home and lifestyle,98.74,3,14.811,311.031,19-02-2023,12:06,Credit card,9.7
INV001097,B,Mandalay,Member,Male,Health and beauty,23.34,5,5.835,122.535,19-02-2023,10:07,Credit card,6.5
INV001098,B,Mandalay,Member,Male,Food and beverages,10.14,1,0.507,10.647,19-02-2023,20:28,Ewallet,7.5
INV001099,A,Yangon,Normal,Female,Sports and travel,31.96,3,4.794,100.674,19-02-2023,20:51,Ewallet,7.8
INV001100,C,Naypyitaw,Member,Male,Food and beverages,68.21,9,30.6945,644.5845,19-02-2023,03:53,Ewallet,8.1
INV001101,C,Naypyitaw,Normal,Female,Health and beauty,79.92,7,27.972,587.412,20-02-2023,14:15,Cash,8.4
INV001102,B,Mandalay,Normal,Male,Health and beauty,27.61,8,11.044,231.924,20-02-2023,10:55,Ewallet,9.8
INV001103,B,Mandalay,Member,Male,Fashion accessories,98.61,5,24.6525,517.7025,20-02-2023,03:50,Ewallet,7.7
INV001104,B,Mandalay,Member,Female,Electronic accessories,14.96,4,2.992,62.832,20-02-2023,03:51,Credit card,8.1
INV001105,C,Naypyitaw,Normal,Male,Food and beverages,10.27,9,4.6215,97.0515,20-02-2023,00:23,Credit card,8.3
INV001106,B,Mandalay,Member,Male,Health and beauty,30.61,4,6.122,128.562,20-02-2023,06:11,Credit card,9.4
INV001107,B,Mandalay,Normal,Male,Sports and travel,39.64,8,15.856,332.976,20-02-2023,21:40,Ewallet,4.1
INV001108,B,Mandalay,Normal,Male,Fashion accessories,92.5,6,27.75,582.75,20-02-2023,12:12,Cash,8.7
INV001109,A,Yangon,Member,Female,Food and beverages,92.14,3,13.821,290.241,20-02-2023,20:01,Cash,9.1
INV001110,A,Yangon,Member,Male,Health and beauty,53.02,3,7.953,167.013,20-02-2023,15:15,Ewallet,5.0
INV001111,C,Naypyitaw,Normal,Male,Fashion accessories,19.59,10,9.795,205.695,20-02-2023,17:11,Cash,8.7
INV001112,B,Mandalay,Normal,Male,Food and beverages,44.71,9,20.1195,422.5095,20-02-2023,04:52,Cash,5.9
INV001113,A,Yangon,Normal,Female,Electronic accessories,88.15,8,35.26,740.46,20-02-2023,15:15,Cash,8.8
INV001114,C,Naypyitaw,Member,Female,Sports and travel,81.43,7,28.5005,598.5105,20-02-2023,23:39,Ewallet,9.8
INV001115,B,Mandalay,Member,Male,Food and beverages,24.87,10,12.435,261.135,20-02-2023,16:43,Cash,6.1
INV001116,A,Yangon,Member,Male,Food and beverages,47.33,9,21.2985,447.2685,20-02-2023,03:00,Cash,8.8
INV001117,A,Yangon,Member,Female,Food and beverages,38.0,9,17.1,359.1,20-02-2023,12:11,Cash,6.3
INV001118,A,Yangon,Member,Male,Electronic accessories,16.22,5,4.055,85.155,20-02-2023,10:19,Ewallet,4.4
INV001119,A,Yangon,Normal,Male,Sports and travel,29.72,1,1.486,31.206,20-02-2023,01:02,Ewallet,8.7
INV001120,B,Mandalay,Normal,Male,Home and lifestyle,22.91,6,6.873,144.333,20-02-2023,21:23,Cash,7.9
INV001121,A,Yangon,Normal,Male,Health and beauty,42.65,1,2.1325,44.7825,20-02-2023,06:26,Ewallet,7.0
INV001122,B,Mandalay,Normal,Female,Sports and travel,53.41,6,16.023,336.483,20-02-2023,06:38,Ewallet,6.9
INV001123,A,Yangon,Member,Male,Food and beverages,47.7,2,4.77,100.17,21-02-2023,05:13,Credit card,6.4
INV001124,B,Mandalay,Normal,Male,Fashion accessories,24.34,1,1.217,25.557,21-02-2023,00:59,Ewallet,7.0
INV001125,B,Mandalay,Member,Female,Food and beverages,40.75,10,20.375,427.875,21-02-2023,03:50,Cash,6.8
INV001126,A,Yangon,Normal,Female,Food and beverages,35.74,3,5.361,112.581,21-02-2023,14:10,Cash,7.6
INV001127,C,Naypyitaw,Normal,Male,Food and beverages,58.65,9,26.3925,554.2425,21-02-2023,01:37,Ewallet,9.6
INV001128,C,Naypyitaw,Member,Male,Home and lifestyle,78.35,10,39.175,822.675,21-02-2023,17:47,Cash,6.2
INV001129,C,Naypyitaw,Normal,Male,Electronic accessories,23.86,2,2.386,50.106,21-02-2023,17:38,Credit card,4.0
INV001130,B,Mandalay,Normal,Female,Electronic accessories,11.16,7,3.906,82.026,21-02-2023,08:54,Ewallet,4.4
INV001131,A,Yangon,Normal,Male,Electronic accessories,13.05,7,4.5675,95.9175,21-02-2023,19:39,Ewallet,6.4
INV001132,B,Mandalay,Normal,Male,Home and lifestyle,88.47,1,4.4235,92.8935,21-02-2023,15:49,Cash,6.5
INV001133,C,Naypyitaw,Member,Male,Electronic accessories,56.61,10,28.305,594.405,21-02-2023,04:55,Credit card,4.1
INV001134,A,Yangon,Member,Female,Home and lifestyle,15.62,8,6.248,131.208,21-02-2023,16:19,Cash,6.8
INV001135,C,Naypyitaw,Normal,Female,Health and beauty,67.69,5,16.9225,355.3725,21-02-2023,16:12,Credit card,7.0
INV001136,A,Yangon,Normal,Female,Sports and travel,35.77,10,17.885,375.585,21-02-2023,09:19,Cash,9.3
INV001137,B,Mandalay,Normal,Male,Sports and travel,88.62,9,39.879,837.459,21-02-2023,21:55,Ewallet,8.5
INV001138,A,Yangon,Member,Female,Sports and travel,74.47,9,33.5115,703.7415,21-02-2023,15:44,Ewallet,6.1
INV001139,A,Yangon,Member,Female,Electronic accessories,32.43,4,6.486,136.206,21-02-2023,14:00,Credit card,6.3
INV001140,A,Yangon,Member,Male,Sports and travel,24.27,2,2.427,50.967,21-02-2023,18:58,Ewallet,7.7
INV001141,B,Mandalay,Member,Male,Home and lifestyle,64.26,5,16.065,337.365,21-02-2023,15:59,Ewallet,5.0
INV001142,B,Mandalay,Normal,Female,Fashion accessories,39.15,9,17.6175,369.9675,21-02-2023,16:21,Cash,4.1
INV001143,B,Mandalay,Normal,Male,Sports and travel,24.63,6,7.389,155.169,21-02-2023,06:44,Credit card,4.8
INV001144,C,Naypyitaw,Member,Male,Home and lifestyle,59.51,7,20.8285,437.3985,21-02-2023,17:09,Ewallet,9.8
INV001145,A,Yangon,Normal,Female,Electronic accessories,82.27,4,16.454,345.534,22-02-2023,08:57,Ewallet,6.6
INV001146,C,Naypyitaw,Member,Female,Home and lifestyle,26.46,3,3.969,83.349,22-02-2023,14:23,Ewallet,9.8
INV001147,C,Naypyitaw,Normal,Female,Sports and travel,38.79,8,15.516,325.836,22-02-2023,20:33,Ewallet,6.9
INV001148,B,Mandalay,Member,Female,Electronic accessories,59.14,8,23.656,496.776,22-02-2023,01:27,Ewallet,5.3
INV001149,C,Naypyitaw,Member,Female,Food and beverages,63.88,7,22.358,469.518,22-02-2023,19:38,Ewallet,7.7
INV001150,A,Yangon,Member,Male,Sports and travel,37.95,3,5.6925,119.5425,22-02-2023,08:55,Credit card,4.8
INV001151,A,Yangon,Normal,Female,Home and lifestyle,44.3,6,13.29,279.09,22-02-2023,20:39,Ewallet,6.1
INV001152,C,Naypyitaw,Normal,Female,Electronic accessories,93.98,7,32.893,690.753,22-02-2023,15:59,Cash,7.5
INV001153,B,Mandalay,Member,Female,Food and beverages,85.97,9,38.6865,812.4165,22-02-2023,11:45,Ewallet,8.4
INV001154,B,Mandalay,Normal,Male,Food and beverages,15.46,1,0.773,16.233,22-02-2023,22:45,Cash,4.9
INV001155,B,Mandalay,Member,Female,Food and beverages,15.74,9,7.083,148.743,22-02-2023,16:06,Ewallet,9.0
INV001156,B,Mandalay,Normal,Male,Fashion accessories,84.11,8,33.644,706.524,22-02-2023,00:02,Cash,8.2
INV001157,C,Naypyitaw,Normal,Female,Electronic accessories,10.39,10,5.195,109.095,22-02-2023,09:30,Ewallet,8.8
INV001158,B,Mandalay,Member,Female,Health and beauty,93.06,9,41.877,879.417,22-02-2023,13:20,Credit card,7.3
INV001159,C,Naypyitaw,Member,Female,Sports and travel,48.17,4,9.634,202.314,22-02-2023,13:43,Ewallet,6.4
INV001160,A,Yangon,Normal,Female,Sports and travel,22.46,9,10.107,212.247,22-02-2023,20:23,Cash,4.5
INV001161,B,Mandalay,Member,Male,Fashion accessories,79.47,4,15.894,333.774,22-02-2023,06:10,Cash,9.2
INV001162,B,Mandalay,Member,Female,Electronic accessories,48.1,7,16.835,353.535,22-02-2023,23:03,Ewallet,8.8
INV001163,A,Yangon,Normal,Male,Health and beauty,96.75,1,4.8375,101.5875,22-02-2023,00:12,Cash,7.2
INV001164,A,Yangon,Normal,Female,Health and beauty,24.02,1,1.201,25.221,22-02-2023,12:41,Cash,5.0
INV001165,A,Yangon,Normal,Female,Food and beverages,30.24,2,3.024,63.504,22-02-2023,09:34,Ewallet,4.9
INV001166,B,Mandalay,Member,Female,Health and beauty,37.89,4,7.578,159.138,22-02-2023,08:02,Ewallet,8.9
INV001167,A,Yangon,Member,Male,Food and beverages,31.87,4,6.374,133.854,23-02-2023,16:32,Ewallet,8.9
INV001168,A,Yangon,Normal,Male,Food and beverages,38.72,10,19.36,406.56,23-02-2023,09:57,Credit card,7.7
INV001169,B,Mandalay,Member,Male,Home and lifestyle,50.1,10,25.05,526.05,23-02-2023,23:52,Credit card,8.8
INV001170,C,Naypyitaw,Member,Female,Home and lifestyle,58.9,4,11.78,247.38,23-02-2023,13:02,Ewallet,4.5
INV001171,C,Naypyitaw,Normal,Female,Sports and travel,74.12,7,25.942,544.782,23-02-2023,23:35,Ewallet,8.5
INV001172,C,Naypyitaw,Normal,Male,Sports and travel,71.99,3,10.7985,226.7685,23-02-2023,13:37,Cash,6.8
INV001173,C,Naypyitaw,Normal,Female,Sports and travel,36.35,5,9.0875,190.8375,23-02-2023,10:20,Credit card,4.6
INV001174,B,Mandalay,Normal,Male,Sports and travel,74.52,9,33.534,704.214,23-02-2023,11:58,Cash,6.0
INV001175,A,Yangon,Normal,Male,Food and beverages,61.58,6,18.474,387.954,23-02-2023,11:57,Cash,8.0
INV001176,B,Mandalay,Member,Female,Home and lifestyle,64.9,3,9.735,204.435,23-02-2023,06:46,Cash,8.8
INV001177,A,Yangon,Normal,Male,Electronic accessories,87.66,2,8.766,184.086,23-02-2023,03:15,Credit card,6.2
INV001178,A,Yangon,Member,Female,Electronic accessories,31.74,3,4.761,99.981,23-02-2023,22:20,Cash,8.3
INV001179,A,Yangon,Normal,Male,Sports and travel,28.84,8,11.536,242.256,23-02-2023,13:09,Cash,6.5
INV001180,C,Naypyitaw,Member,Male,Fashion accessories,48.48,10,24.24,509.04,23-02-2023,00:33,Credit card,5.8
INV001181,A,Yangon,Normal,Female,Health and beauty,41.84,6,12.552,263.592,23-02-2023,23:50,Ewallet,5.2
INV001182,B,Mandalay,Normal,Female,Sports and travel,75.59,8,30.236,634.956,23-02-2023,08:06,Credit card,5.7
INV001183,B,Mandalay,Member,Male,Electronic accessories,33.69,5,8.4225,176.8725,23-02-2023,23:14,Cash,8.4
INV001184,B,Mandalay,Normal,Male,Health and beauty,28.2,7,9.87,207.27,23-02-2023,23:01,Cash,6.0
INV001185,B,Mandalay,Member,Male,Health and beauty,45.51,5,11.3775,238.9275,23-02-2023,07:23,Ewallet,7.7
INV001186,C,Naypyitaw,Member,Female,Electronic accessories,72.49,5,18.1225,380.5725,23-02-2023,18:00,Ewallet,9.6
INV001187,C,Naypyitaw,Normal,Female,Home and lifestyle,21.1,7,7.385,155.085,23-02-2023,08:33,Credit card,8.8
INV001188,C,Naypyitaw,Member,Female,Electronic accessories,56.97,7,19.9395,418.7295,23-02-2023,15:42,Cash,6.0
