Date,State,NewCases,Recoveries,Deaths,HospitalBedsOccupied,ICUBedsOccupied,AgeGroup_HighestImpact,VaccinationDosesAdministered,PositivityRate_Pct
2021-06-12,Maharashtra,718,682,10,287,71,18-45,415500,14.36
2021-06-12,Delhi,632,600,9,252,63,46-65,416000,12.64
2021-06-12,Maharashtra,697,662,10,278,69,46-65,416500,13.94
2021-06-12,Tamil Nadu,530,503,7,212,53,65+,417000,10.6
2021-06-13,Tamil Nadu,442,419,6,176,44,0-17,417500,8.84
2021-06-13,Karnataka,866,822,12,346,86,65+,418000,17.32
2021-06-13,Maharashtra,589,559,8,235,58,65+,418500,11.78
2021-06-13,Delhi,312,296,4,124,31,18-45,419000,6.24
2021-06-13,Tamil Nadu,432,410,6,172,43,0-17,419500,8.64
2021-06-14,Maharashtra,415,394,6,166,41,18-45,420000,8.3
2021-06-14,Tamil Nadu,461,437,6,184,46,46-65,420500,9.22
2021-06-14,Delhi,220,209,3,88,22,18-45,421000,4.4
2021-06-14,Maharashtra,555,527,8,222,55,0-17,421500,11.1
2021-06-14,Tamil Nadu,494,469,7,197,49,46-65,422000,9.88
2021-06-15,Karnataka,520,494,7,208,52,65+,422500,10.4
2021-06-15,Delhi,352,334,5,140,35,18-45,423000,7.04
2021-06-15,Delhi,461,437,6,184,46,18-45,423500,9.22
2021-06-15,Maharashtra,558,530,8,223,55,46-65,424000,11.16
2021-06-15,Tamil Nadu,709,673,10,283,70,0-17,424500,14.18
2021-06-16,Tamil Nadu,322,305,4,128,32,65+,425000,6.44
2021-06-16,Tamil Nadu,471,447,7,188,47,18-45,425500,9.42
2021-06-16,Karnataka,465,441,6,186,46,65+,426000,9.3
2021-06-16,Maharashtra,490,465,7,196,49,46-65,426500,9.8
2021-06-16,Delhi,504,478,7,201,50,18-45,427000,10.08
2021-06-17,Delhi,406,385,6,162,40,18-45,427500,8.12
2021-06-17,Maharashtra,364,345,5,145,36,46-65,428000,7.28
2021-06-17,Delhi,332,315,4,132,33,46-65,428500,6.64
2021-06-17,Karnataka,500,475,7,200,50,65+,429000,10.0
2021-06-17,Karnataka,382,362,5,152,38,0-17,429500,7.64
2021-06-18,Maharashtra,662,628,9,264,66,0-17,430000,13.24
2021-06-18,Tamil Nadu,442,419,6,176,44,18-45,430500,8.84
2021-06-18,Maharashtra,635,603,9,254,63,18-45,431000,12.7
2021-06-18,Kerala,617,586,9,246,61,18-45,431500,12.34
2021-06-18,Kerala,496,471,7,198,49,18-45,432000,9.92
2021-06-19,Delhi,573,544,8,229,57,18-45,432500,11.46
2021-06-19,Kerala,380,361,5,152,38,65+,433000,7.6
2021-06-19,Delhi,280,266,4,112,28,46-65,433500,5.6
2021-06-19,Kerala,342,324,5,136,34,65+,434000,6.84
2021-06-19,Tamil Nadu,407,386,6,162,40,0-17,434500,8.14
2021-06-20,Tamil Nadu,491,466,7,196,49,65+,435000,9.82
2021-06-20,Karnataka,474,450,7,189,47,65+,435500,9.48
2021-06-20,Tamil Nadu,540,513,8,216,54,65+,436000,10.8
2021-06-20,Kerala,433,411,6,173,43,0-17,436500,8.66
2021-06-20,Karnataka,480,456,7,192,48,46-65,437000,9.6
2021-06-21,Tamil Nadu,453,430,6,181,45,0-17,437500,9.06
2021-06-21,Maharashtra,503,477,7,201,50,0-17,438000,10.06
2021-06-21,Kerala,703,667,10,281,70,18-45,438500,14.06
2021-06-21,Kerala,515,489,7,206,51,46-65,439000,10.3
2021-06-21,Tamil Nadu,431,409,6,172,43,18-45,439500,8.62
2021-06-22,Delhi,499,474,7,199,49,46-65,440000,9.98
2021-06-22,Kerala,219,208,3,87,21,0-17,440500,4.38
2021-06-22,Tamil Nadu,720,684,10,288,72,46-65,441000,14.4
2021-06-22,Delhi,278,264,4,111,27,0-17,441500,5.56
2021-06-22,Maharashtra,490,465,7,196,49,0-17,442000,9.8
2021-06-23,Delhi,275,261,4,110,27,46-65,442500,5.5
2021-06-23,Maharashtra,379,360,5,151,37,18-45,443000,7.58
2021-06-23,Karnataka,476,452,7,190,47,46-65,443500,9.52
2021-06-23,Karnataka,340,323,5,136,34,18-45,444000,6.8
2021-06-23,Kerala,568,539,8,227,56,0-17,444500,11.36
2021-06-24,Karnataka,802,761,12,320,80,65+,445000,16.04
2021-06-24,Kerala,425,403,6,170,42,65+,445500,8.5
2021-06-24,Karnataka,652,619,9,260,65,46-65,446000,13.04
2021-06-24,Karnataka,462,438,6,184,46,46-65,446500,9.24
2021-06-24,Karnataka,232,220,3,92,23,46-65,447000,4.64
2021-06-25,Kerala,492,467,7,196,49,46-65,447500,9.84
2021-06-25,Kerala,508,482,7,203,50,18-45,448000,10.16
2021-06-25,Karnataka,281,266,4,112,28,46-65,448500,5.62
2021-06-25,Maharashtra,488,463,7,195,48,18-45,449000,9.76
2021-06-25,Maharashtra,393,373,5,157,39,0-17,449500,7.86
2021-06-26,Delhi,465,441,6,186,46,46-65,450000,9.3
2021-06-26,Karnataka,519,493,7,207,51,18-45,450500,10.38
2021-06-26,Karnataka,456,433,6,182,45,0-17,451000,9.12
2021-06-26,Karnataka,668,634,10,267,66,0-17,451500,13.36
2021-06-26,Karnataka,577,548,8,230,57,65+,452000,11.54
2021-06-27,Maharashtra,870,826,13,348,87,0-17,452500,17.4
2021-06-27,Kerala,562,533,8,224,56,65+,453000,11.24
2021-06-27,Kerala,383,363,5,153,38,46-65,453500,7.66
2021-06-27,Maharashtra,506,480,7,202,50,0-17,454000,10.12
2021-06-27,Karnataka,527,500,7,210,52,0-17,454500,10.54
2021-06-28,Maharashtra,382,362,5,152,38,46-65,455000,7.64
2021-06-28,Kerala,303,287,4,121,30,65+,455500,6.06
2021-06-28,Delhi,492,467,7,196,49,46-65,456000,9.84
2021-06-28,Tamil Nadu,822,780,12,328,82,65+,456500,16.44
2021-06-28,Delhi,420,399,6,168,42,0-17,457000,8.4
2021-06-29,Delhi,431,409,6,172,43,0-17,457500,8.62
2021-06-29,Kerala,763,724,11,305,76,0-17,458000,15.26
2021-06-29,Karnataka,614,583,9,245,61,0-17,458500,12.28
2021-06-29,Delhi,464,440,6,185,46,46-65,459000,9.28
2021-06-29,Kerala,334,317,5,133,33,65+,459500,6.68
2021-06-30,Delhi,562,533,8,224,56,46-65,460000,11.24
2021-06-30,Maharashtra,523,496,7,209,52,65+,460500,10.46
2021-06-30,Karnataka,104,98,1,41,10,0-17,461000,2.08
2021-06-30,Maharashtra,425,403,6,170,42,0-17,461500,8.5
2021-06-30,Karnataka,527,500,7,210,52,46-65,462000,10.54
2021-07-01,Delhi,784,744,11,313,78,0-17,462500,15.68
2021-07-01,Delhi,439,417,6,175,43,18-45,463000,8.78
2021-07-01,Delhi,718,682,10,287,71,46-65,463500,14.36
2021-07-01,Tamil Nadu,593,563,8,237,59,0-17,464000,11.86
2021-07-01,Maharashtra,455,432,6,182,45,18-45,464500,9.1
2021-07-02,Maharashtra,392,372,5,156,39,18-45,465000,7.84
2021-07-02,Delhi,418,397,6,167,41,65+,465500,8.36
2021-07-02,Maharashtra,448,425,6,179,44,46-65,466000,8.96
2021-07-02,Karnataka,428,406,6,171,42,18-45,466500,8.56
2021-07-02,Delhi,289,274,4,115,28,65+,467000,5.78
2021-07-03,Maharashtra,564,535,8,225,56,65+,467500,11.28
2021-07-03,Kerala,617,586,9,246,61,46-65,468000,12.34
2021-07-03,Karnataka,569,540,8,227,56,65+,468500,11.38
2021-07-03,Tamil Nadu,623,591,9,249,62,18-45,469000,12.46
2021-07-03,Kerala,571,542,8,228,57,0-17,469500,11.42
2021-07-04,Maharashtra,616,585,9,246,61,0-17,470000,12.32
2021-07-04,Tamil Nadu,721,684,10,288,72,0-17,470500,14.42
2021-07-04,Tamil Nadu,464,440,6,185,46,18-45,471000,9.28
2021-07-04,Karnataka,493,468,7,197,49,46-65,471500,9.86
2021-07-04,Delhi,412,391,6,164,41,46-65,472000,8.24
2021-07-05,Karnataka,710,674,10,284,71,0-17,472500,14.2
2021-07-05,Tamil Nadu,426,404,6,170,42,46-65,473000,8.52
2021-07-05,Tamil Nadu,541,513,8,216,54,0-17,473500,10.82
2021-07-05,Delhi,599,569,8,239,59,18-45,474000,11.98
2021-07-05,Tamil Nadu,536,509,8,214,53,0-17,474500,10.72
2021-07-06,Delhi,523,496,7,209,52,0-17,475000,10.46
2021-07-06,Delhi,729,692,10,291,72,18-45,475500,14.58
2021-07-06,Karnataka,484,459,7,193,48,0-17,476000,9.68
2021-07-06,Maharashtra,574,545,8,229,57,65+,476500,11.48
2021-07-06,Maharashtra,661,627,9,264,66,0-17,477000,13.22
2021-07-07,Maharashtra,427,405,6,170,42,0-17,477500,8.54
2021-07-07,Delhi,426,404,6,170,42,46-65,478000,8.52
2021-07-07,Kerala,464,440,6,185,46,46-65,478500,9.28
2021-07-07,Tamil Nadu,559,531,8,223,55,0-17,479000,11.18
2021-07-07,Tamil Nadu,386,366,5,154,38,18-45,479500,7.72
2021-07-08,Tamil Nadu,469,445,7,187,46,46-65,480000,9.38
2021-07-08,Kerala,454,431,6,181,45,65+,480500,9.08
2021-07-08,Delhi,550,522,8,220,55,0-17,481000,11.0
2021-07-08,Maharashtra,355,337,5,142,35,46-65,481500,7.1
2021-07-08,Tamil Nadu,523,496,7,209,52,0-17,482000,10.46
2021-07-09,Maharashtra,520,494,7,208,52,0-17,482500,10.4
2021-07-09,Tamil Nadu,463,439,6,185,46,0-17,483000,9.26
2021-07-09,Delhi,569,540,8,227,56,46-65,483500,11.38
2021-07-09,Karnataka,458,435,6,183,45,18-45,484000,9.16
2021-07-09,Kerala,615,584,9,246,61,18-45,484500,12.3
2021-07-10,Tamil Nadu,433,411,6,173,43,0-17,485000,8.66
2021-07-10,Maharashtra,521,494,7,208,52,46-65,485500,10.42
2021-07-10,Kerala,263,249,3,105,26,0-17,486000,5.26
2021-07-10,Delhi,301,285,4,120,30,46-65,486500,6.02
2021-07-10,Tamil Nadu,655,622,9,262,65,46-65,487000,13.1
2021-07-11,Delhi,533,506,7,213,53,46-65,487500,10.66
2021-07-11,Delhi,555,527,8,222,55,18-45,488000,11.1
2021-07-11,Delhi,439,417,6,175,43,0-17,488500,8.78
2021-07-11,Kerala,872,828,13,348,87,65+,489000,17.44
2021-07-11,Tamil Nadu,522,495,7,208,52,18-45,489500,10.44
2021-07-12,Delhi,601,570,9,240,60,46-65,490000,12.02
2021-07-12,Delhi,708,672,10,283,70,0-17,490500,14.16
2021-07-12,Tamil Nadu,446,423,6,178,44,0-17,491000,8.92
2021-07-12,Kerala,414,393,6,165,41,46-65,491500,8.28
2021-07-12,Maharashtra,203,192,3,81,20,46-65,492000,4.06
2021-07-13,Maharashtra,939,892,14,375,93,18-45,492500,18.78
2021-07-13,Tamil Nadu,414,393,6,165,41,18-45,493000,8.28
2021-07-13,Tamil Nadu,513,487,7,205,51,0-17,493500,10.26
2021-07-13,Delhi,760,722,11,304,76,46-65,494000,15.2
2021-07-13,Tamil Nadu,349,331,5,139,34,18-45,494500,6.98
2021-07-14,Kerala,602,571,9,240,60,18-45,495000,12.04
2021-07-14,Kerala,640,608,9,256,64,18-45,495500,12.8
2021-07-14,Maharashtra,469,445,7,187,46,46-65,496000,9.38
2021-07-14,Maharashtra,330,313,4,132,33,18-45,496500,6.6
2021-07-14,Karnataka,572,543,8,228,57,0-17,497000,11.44
2021-07-15,Tamil Nadu,482,457,7,192,48,46-65,497500,9.64
2021-07-15,Karnataka,569,540,8,227,56,0-17,498000,11.38
2021-07-15,Kerala,710,674,10,284,71,18-45,498500,14.2
2021-07-15,Maharashtra,496,471,7,198,49,0-17,499000,9.92
2021-07-15,Karnataka,293,278,4,117,29,65+,499500,5.86
2021-07-16,Maharashtra,402,381,6,160,40,65+,500000,8.04
2021-07-16,Tamil Nadu,536,509,8,214,53,0-17,500500,10.72
2021-07-16,Delhi,527,500,7,210,52,0-17,501000,10.54
2021-07-16,Kerala,385,365,5,154,38,0-17,501500,7.7
2021-07-16,Karnataka,432,410,6,172,43,18-45,502000,8.64
2021-07-17,Karnataka,270,256,4,108,27,0-17,502500,5.4
2021-07-17,Maharashtra,833,791,12,333,83,0-17,503000,16.66
2021-07-17,Karnataka,420,399,6,168,42,0-17,503500,8.4
2021-07-17,Tamil Nadu,342,324,5,136,34,18-45,504000,6.84
2021-07-17,Kerala,555,527,8,222,55,65+,504500,11.1
2021-07-18,Karnataka,649,616,9,259,64,46-65,505000,12.98
2021-07-18,Tamil Nadu,193,183,2,77,19,0-17,505500,3.86
2021-07-18,Karnataka,740,703,11,296,74,18-45,506000,14.8
2021-07-18,Maharashtra,391,371,5,156,39,46-65,506500,7.82
2021-07-18,Delhi,292,277,4,116,29,65+,507000,5.84
2021-07-19,Tamil Nadu,526,499,7,210,52,18-45,507500,10.52
2021-07-19,Karnataka,684,649,10,273,68,65+,508000,13.68
2021-07-19,Maharashtra,544,516,8,217,54,46-65,508500,10.88
2021-07-19,Tamil Nadu,779,740,11,311,77,46-65,509000,15.58
2021-07-19,Tamil Nadu,482,457,7,192,48,0-17,509500,9.64
