StudentID,Gender,ParentEducation,AttendancePercentage,StudyHoursPerWeek,MathScore,ScienceScore,EnglishScore,HistoryScore,OverallAverage,PassStatus
STU-2745,Female,Doctorate,69.1,18.2,64,70,65,63,64.3,Pass
STU-2746,Male,Doctorate,75.4,15.1,67,66,66,66,67.7,Pass
STU-2747,Male,Master,89.8,20.8,70,75,74,68,70.0,Pass
STU-2748,Female,High School,75.0,17.0,78,74,84,84,78.4,Pass
STU-2749,Female,Associate,77.8,15.9,80,83,86,81,80.2,Pass
STU-2750,Male,Doctorate,81.4,21.0,63,66,68,63,63.0,Pass
STU-2751,Male,Master,74.4,13.5,57,50,59,47,57.0,Pass
STU-2752,Male,Associate,81.4,28.0,85,77,82,75,85.9,Pass
STU-2753,Female,Doctorate,67.4,13.8,72,70,71,77,72.2,Pass
STU-2754,Male,Bachelor,99.4,17.3,71,83,74,75,71.9,Pass
STU-2755,Female,Associate,89.3,28.3,83,81,84,89,83.3,Pass
STU-2756,Male,Bachelor,75.9,27.3,88,87,90,82,88.2,Pass
STU-2757,Male,High School,99.2,18.8,90,95,93,91,90.8,Pass
STU-2758,Female,Doctorate,67.1,18.5,73,64,80,76,73.0,Pass
STU-2759,Female,Bachelor,100.0,14.9,71,70,70,73,71.4,Pass
STU-2760,Male,Associate,92.2,17.6,61,63,63,64,61.7,Pass
STU-2761,Female,Doctorate,69.1,32.0,69,66,67,72,69.1,Pass
STU-2762,Male,Associate,87.6,20.3,80,77,78,70,80.0,Pass
STU-2763,Female,Bachelor,96.0,16.9,79,77,73,80,79.5,Pass
STU-2764,Male,Doctorate,89.8,9.9,69,68,68,60,69.2,Pass
STU-2765,Female,Master,85.3,20.2,75,77,69,79,75.3,Pass
STU-2766,Male,High School,67.7,17.2,67,65,77,66,67.7,Pass
STU-2767,Male,Associate,84.2,18.2,68,61,68,70,68.0,Pass
STU-2768,Male,Associate,80.4,18.5,48,48,49,43,48.2,Fail
STU-2769,Female,Bachelor,64.1,10.6,43,40,48,43,43.5,Fail
STU-2770,Male,High School,59.2,18.5,61,59,58,55,61.4,Fail
STU-2771,Male,Doctorate,98.4,21.0,96,93,100,103,96.7,Pass
STU-2772,Female,Doctorate,100.0,17.2,67,66,64,67,67.9,Pass
STU-2773,Male,Bachelor,68.5,16.2,45,46,49,50,45.0,Fail
STU-2774,Male,Associate,77.4,17.2,64,65,57,61,64.2,Pass
STU-2775,Female,Doctorate,88.7,20.2,64,55,67,65,64.2,Pass
STU-2776,Female,High School,73.3,14.5,54,49,53,54,54.3,Pass
STU-2777,Male,Master,100.0,9.6,63,62,63,63,63.8,Pass
STU-2778,Male,Master,63.9,13.5,61,73,60,65,61.0,Pass
STU-2779,Male,Doctorate,72.6,2.0,50,45,48,44,50.1,Pass
STU-2780,Female,Bachelor,72.6,5.4,47,52,47,49,47.6,Fail
STU-2781,Male,Associate,76.5,14.9,57,61,65,57,57.1,Pass
STU-2782,Female,Bachelor,58.5,21.8,64,66,60,69,64.5,Fail
STU-2783,Female,Doctorate,60.6,13.5,53,49,53,43,53.8,Pass
STU-2784,Male,High School,87.1,18.2,81,82,85,82,81.7,Pass
STU-2785,Male,High School,66.9,25.1,63,70,60,58,63.2,Pass
STU-2786,Female,Bachelor,83.7,18.0,74,78,79,71,74.3,Pass
STU-2787,Female,Doctorate,97.6,19.7,90,90,92,89,90.7,Pass
STU-2788,Male,Master,86.0,16.8,77,82,83,83,77.8,Pass
STU-2789,Female,Bachelor,65.7,11.0,46,45,51,42,46.8,Fail
STU-2790,Female,Doctorate,71.4,4.4,57,60,60,56,57.4,Pass
STU-2791,Male,Associate,91.4,12.4,81,77,85,80,81.5,Pass
STU-2792,Male,Bachelor,88.2,11.0,76,85,76,75,76.1,Pass
STU-2793,Female,Doctorate,78.1,10.7,55,60,65,51,55.6,Pass
STU-2794,Female,High School,79.8,11.3,67,63,70,68,67.1,Pass
STU-2795,Female,Doctorate,80.2,12.3,68,59,70,68,68.1,Pass
STU-2796,Male,Doctorate,77.3,30.0,74,75,74,73,74.3,Pass
STU-2797,Male,Bachelor,81.7,23.0,78,76,71,69,78.5,Pass
STU-2798,Male,Master,74.7,14.6,51,55,39,57,51.5,Pass
STU-2799,Female,Associate,81.8,10.5,66,65,69,67,66.8,Pass
STU-2800,Male,Doctorate,63.2,19.3,53,49,52,52,53.3,Pass
STU-2801,Female,Doctorate,99.5,18.8,82,82,81,84,82.0,Pass
STU-2802,Female,Doctorate,80.1,12.4,58,51,67,60,58.1,Pass
STU-2803,Female,Associate,93.7,21.2,78,81,79,77,78.9,Pass
STU-2804,Female,Associate,80.3,17.6,69,72,74,66,69.5,Pass
STU-2805,Female,Bachelor,69.9,31.3,84,80,84,81,84.8,Pass
STU-2806,Male,Master,71.9,23.9,56,49,56,56,56.2,Pass
STU-2807,Female,Doctorate,68.3,19.2,70,64,72,70,70.8,Pass
STU-2808,Male,High School,91.9,29.8,91,93,93,96,91.3,Pass
STU-2809,Female,Doctorate,94.3,21.3,72,73,79,78,72.6,Pass
STU-2810,Female,Master,83.5,19.5,61,66,61,68,61.4,Pass
STU-2811,Male,High School,90.5,20.4,68,59,72,66,68.8,Pass
STU-2812,Female,Associate,97.7,8.9,73,76,73,63,73.6,Pass
STU-2813,Female,Bachelor,81.1,25.6,74,78,79,69,74.5,Pass
STU-2814,Male,Doctorate,70.4,17.4,57,49,60,53,57.2,Pass
STU-2815,Female,Bachelor,93.1,25.8,77,80,85,84,77.5,Pass
STU-2816,Male,High School,71.8,25.3,76,77,82,72,76.7,Pass
STU-2817,Male,Bachelor,66.5,23.4,65,72,67,64,65.3,Pass
STU-2818,Female,Doctorate,98.4,19.1,98,105,109,95,98.3,Pass
STU-2819,Male,Doctorate,93.1,14.0,81,85,79,74,81.5,Pass
STU-2820,Male,Doctorate,97.0,11.8,82,68,81,87,82.6,Pass
STU-2821,Male,Master,61.7,15.3,70,66,72,71,70.4,Pass
STU-2822,Female,High School,82.0,19.1,70,62,75,76,70.1,Pass
STU-2823,Male,Doctorate,92.9,13.7,71,71,73,62,71.2,Pass
STU-2824,Male,High School,93.5,22.4,79,78,76,82,79.0,Pass
STU-2825,Female,Bachelor,88.3,17.0,67,66,64,68,67.5,Pass
STU-2826,Female,Bachelor,72.9,12.6,57,68,65,53,57.8,Pass
STU-2827,Male,Bachelor,77.2,13.2,59,54,58,68,59.6,Pass
STU-2828,Male,Bachelor,81.5,13.8,72,72,71,69,72.6,Pass
STU-2829,Female,Doctorate,86.0,17.8,83,84,84,85,83.7,Pass
STU-2830,Female,Bachelor,87.9,20.0,69,64,71,77,69.7,Pass
STU-2831,Female,Bachelor,83.2,14.6,58,63,64,48,58.7,Pass
STU-2832,Male,Associate,63.7,12.6,57,60,53,55,57.2,Pass
STU-2833,Female,Doctorate,80.8,10.6,62,63,63,64,62.0,Pass
STU-2834,Female,Master,93.9,23.4,88,78,93,84,88.5,Pass
STU-2835,Female,High School,100.0,18.1,72,72,71,67,72.6,Pass
STU-2836,Female,Master,79.3,13.2,74,83,81,68,74.3,Pass
STU-2837,Female,Bachelor,76.2,24.2,71,68,80,71,71.3,Pass
STU-2838,Male,Associate,100.0,23.8,72,73,73,78,72.8,Pass
STU-2839,Female,Master,75.6,16.8,55,53,65,54,55.0,Pass
STU-2840,Male,Master,89.5,17.7,74,63,75,78,74.2,Pass
STU-2841,Male,Associate,94.6,25.0,83,93,86,82,83.2,Pass
STU-2842,Male,Master,82.0,15.4,59,64,61,62,59.7,Pass
STU-2843,Male,Associate,84.9,17.1,49,45,54,41,49.1,Fail
STU-2844,Female,Bachelor,83.2,19.5,66,74,67,64,66.1,Pass
STU-2845,Male,Doctorate,74.0,23.5,87,88,86,86,87.3,Pass
STU-2846,Female,Doctorate,70.3,15.7,67,68,67,66,67.4,Pass
STU-2847,Male,High School,100.0,10.8,64,55,72,76,64.6,Pass
STU-2848,Female,Doctorate,84.3,14.3,60,58,64,54,60.5,Pass
STU-2849,Female,Associate,85.9,23.7,82,80,89,71,82.4,Pass
STU-2850,Male,Doctorate,91.6,8.8,71,68,71,68,71.6,Pass
STU-2851,Male,Master,72.2,30.7,75,70,77,69,75.3,Pass
STU-2852,Male,Doctorate,87.1,26.9,80,80,88,86,80.3,Pass
STU-2853,Female,High School,76.9,9.5,54,44,56,57,54.8,Pass
STU-2854,Female,Doctorate,81.5,11.9,53,57,51,55,53.0,Pass
STU-2855,Male,High School,68.2,24.2,72,68,72,76,72.3,Pass
STU-2856,Female,Master,83.7,19.2,69,65,69,75,69.4,Pass
STU-2857,Female,Doctorate,92.8,27.7,98,95,95,91,98.2,Pass
STU-2858,Female,Associate,67.2,16.5,77,76,76,76,77.0,Pass
STU-2859,Male,Master,92.9,19.7,77,75,82,74,77.8,Pass
STU-2860,Female,Doctorate,64.7,14.5,60,58,58,56,60.8,Pass
STU-2861,Male,Bachelor,79.0,20.4,66,69,71,69,66.9,Pass
STU-2862,Female,Doctorate,75.7,16.4,68,65,66,70,68.9,Pass
STU-2863,Female,Master,93.4,4.0,69,72,68,72,69.4,Pass
STU-2864,Female,Doctorate,93.8,22.7,85,88,85,88,85.8,Pass
STU-2865,Male,Bachelor,80.3,14.3,61,62,61,59,61.7,Pass
STU-2866,Female,Master,72.4,22.8,59,59,68,58,59.2,Pass
STU-2867,Male,Bachelor,78.6,14.6,61,65,63,62,61.9,Pass
STU-2868,Male,High School,93.1,13.9,64,61,61,62,64.7,Pass
STU-2869,Male,Master,97.4,23.0,78,75,85,74,78.4,Pass
STU-2870,Male,Bachelor,93.5,25.5,76,72,75,75,76.8,Pass
STU-2871,Male,Bachelor,91.4,22.1,70,71,69,71,70.9,Pass
STU-2872,Male,Associate,95.7,17.1,67,65,69,71,67.6,Pass
STU-2873,Male,Associate,66.8,21.9,74,72,80,73,74.3,Pass
STU-2874,Female,High School,71.2,15.8,64,60,77,64,64.9,Pass
STU-2875,Male,Master,88.9,26.4,91,94,97,83,91.9,Pass
STU-2876,Female,High School,89.5,10.8,68,74,69,68,68.0,Pass
STU-2877,Female,Bachelor,81.2,15.2,61,70,57,61,61.5,Pass
STU-2878,Female,Doctorate,100.0,16.6,69,69,67,72,69.8,Pass
STU-2879,Female,Associate,80.8,26.7,96,105,97,83,96.8,Pass
STU-2880,Male,Master,80.3,18.5,67,68,69,63,67.0,Pass
STU-2881,Female,Doctorate,86.7,19.1,62,58,65,61,62.2,Pass
STU-2882,Female,Bachelor,89.9,12.3,64,61,71,72,64.9,Pass
STU-2883,Female,Doctorate,80.5,16.1,54,51,60,49,54.1,Pass
STU-2884,Female,Doctorate,65.2,11.3,52,59,58,48,52.1,Pass
STU-2885,Female,Bachelor,93.0,22.1,79,82,83,73,79.7,Pass
STU-2886,Male,Bachelor,73.0,23.4,77,81,79,80,77.6,Pass
STU-2887,Male,Doctorate,77.8,28.9,81,71,84,77,81.5,Pass
STU-2888,Female,Associate,81.1,13.6,57,59,57,49,57.2,Pass
STU-2889,Female,Bachelor,74.2,10.7,62,69,62,72,62.0,Pass
STU-2890,Female,High School,80.0,20.0,77,82,79,81,77.6,Pass
STU-2891,Male,Associate,71.7,20.6,71,63,76,67,71.4,Pass
STU-2892,Female,High School,88.7,16.6,65,63,74,62,65.8,Pass
STU-2893,Female,Master,87.6,11.6,75,77,75,64,75.0,Pass
STU-2894,Male,High School,75.9,28.1,82,88,86,81,82.8,Pass
STU-2895,Female,Doctorate,90.2,19.6,73,66,77,66,73.6,Pass
STU-2896,Female,High School,59.1,18.1,51,49,53,45,51.9,Fail
STU-2897,Male,Master,88.8,13.6,63,61,70,63,63.8,Pass
STU-2898,Male,High School,73.6,18.1,75,77,80,82,75.9,Pass
STU-2899,Male,Bachelor,62.5,19.6,63,62,66,55,63.1,Pass
STU-2900,Female,Master,100.0,23.7,88,95,95,88,88.4,Pass
STU-2901,Female,Master,81.7,23.0,67,62,65,60,67.5,Pass
STU-2902,Male,Bachelor,82.5,18.7,71,71,71,71,71.4,Pass
STU-2903,Female,Bachelor,75.5,19.8,66,65,65,66,66.7,Pass
STU-2904,Female,High School,100.0,13.8,74,65,78,78,74.3,Pass
STU-2905,Male,Doctorate,68.2,29.0,88,83,92,87,88.3,Pass
STU-2906,Male,Associate,80.8,21.2,73,79,75,69,73.2,Pass
STU-2907,Female,Master,84.1,19.5,67,69,66,60,67.0,Pass
STU-2908,Male,Bachelor,59.7,24.6,51,60,54,56,51.3,Fail
STU-2909,Male,Associate,82.7,16.5,71,67,70,71,71.7,Pass
STU-2910,Female,Master,87.5,26.7,87,88,83,86,87.9,Pass
STU-2911,Female,Master,72.9,23.2,76,79,72,67,76.7,Pass
STU-2912,Female,Doctorate,66.7,17.8,66,51,69,72,66.8,Pass
STU-2913,Male,Associate,90.5,11.0,58,64,59,53,58.9,Pass
STU-2914,Female,High School,100.0,21.8,100,97,101,95,100.0,Pass
STU-2915,Female,Doctorate,86.9,15.7,64,67,70,67,64.1,Pass
STU-2916,Female,High School,79.2,24.2,82,73,91,80,82.2,Pass
STU-2917,Male,High School,75.7,26.2,68,67,67,69,68.8,Pass
STU-2918,Female,High School,78.5,7.9,51,42,57,44,51.1,Pass
STU-2919,Female,Master,75.2,22.2,75,78,74,82,75.9,Pass
STU-2920,Female,Master,78.1,21.0,87,83,79,88,87.1,Pass
STU-2921,Female,Associate,77.2,22.7,71,67,80,77,71.1,Pass
STU-2922,Female,Master,79.8,20.2,66,57,71,72,66.5,Pass
STU-2923,Female,Doctorate,90.2,21.3,75,78,79,69,75.1,Pass
STU-2924,Male,Master,98.0,18.9,88,88,94,91,88.7,Pass
STU-2925,Male,Doctorate,57.9,23.6,63,61,66,63,63.4,Fail
STU-2926,Male,High School,62.0,12.1,64,58,68,74,64.5,Pass
STU-2927,Male,High School,90.3,19.6,77,76,83,69,77.2,Pass
STU-2928,Male,High School,100.0,27.7,83,86,85,85,83.6,Pass
STU-2929,Male,High School,69.2,31.1,70,73,73,66,70.5,Pass
STU-2930,Female,High School,96.0,22.1,74,69,73,71,74.2,Pass
STU-2931,Female,Associate,65.0,9.6,55,57,53,45,55.1,Pass
STU-2932,Female,Associate,91.4,7.5,59,60,64,60,59.0,Pass
STU-2933,Male,High School,71.7,12.2,65,66,68,56,65.1,Pass
STU-2934,Male,Master,100.0,22.3,72,71,84,72,72.9,Pass
STU-2935,Female,Master,74.9,11.1,42,44,43,49,42.4,Fail
STU-2936,Male,Bachelor,100.0,12.5,65,62,66,54,65.2,Pass
STU-2937,Female,High School,71.6,25.0,67,64,70,65,67.4,Pass
STU-2938,Male,Master,90.7,17.5,62,60,71,66,62.1,Pass
STU-2939,Male,Bachelor,75.2,17.3,69,70,70,68,69.5,Pass
STU-2940,Male,Doctorate,95.0,19.1,78,84,84,81,78.3,Pass
STU-2941,Female,Bachelor,81.1,11.8,65,63,76,58,65.3,Pass
STU-2942,Male,High School,97.4,18.3,71,64,63,73,71.0,Pass
STU-2943,Female,Bachelor,83.0,19.9,71,77,75,70,71.7,Pass
STU-2944,Female,Master,72.9,9.5,47,51,48,37,47.7,Fail
STU-2945,Male,Doctorate,61.8,23.9,60,56,59,59,60.6,Pass
STU-2946,Male,High School,72.0,26.5,75,68,77,84,75.9,Pass
STU-2947,Female,Associate,90.8,23.1,77,78,80,75,77.3,Pass
STU-2948,Male,Doctorate,86.3,16.9,66,59,80,62,66.8,Pass
STU-2949,Female,Doctorate,73.9,22.2,65,63,64,60,65.1,Pass
STU-2950,Male,Master,78.1,22.4,56,62,53,46,56.1,Pass
STU-2951,Female,Bachelor,78.3,22.2,82,79,85,78,82.1,Pass
STU-2952,Female,Bachelor,71.1,28.4,93,91,94,95,93.1,Pass
STU-2953,Male,Bachelor,88.7,18.2,73,74,76,69,73.1,Pass
STU-2954,Female,Master,100.0,18.8,63,49,63,68,63.7,Pass
STU-2955,Female,Doctorate,75.2,16.4,57,54,60,55,57.7,Pass
STU-2956,Male,Bachelor,56.9,26.6,80,82,87,80,80.3,Fail
STU-2957,Male,Bachelor,97.4,14.0,73,75,78,75,73.3,Pass
STU-2958,Male,Doctorate,77.8,28.1,74,70,78,71,74.9,Pass
STU-2959,Male,High School,74.6,6.5,56,62,57,51,56.2,Pass
STU-2960,Female,Bachelor,69.3,18.6,60,62,62,55,60.4,Pass
STU-2961,Male,Bachelor,100.0,21.8,89,80,87,93,89.0,Pass
STU-2962,Male,Bachelor,75.1,26.1,73,71,75,84,73.2,Pass
STU-2963,Female,Associate,70.3,20.0,57,49,65,59,57.4,Pass
STU-2964,Female,High School,72.6,12.7,63,58,72,59,63.7,Pass
STU-2965,Female,Associate,72.3,21.7,82,90,83,78,82.4,Pass
STU-2966,Male,Associate,76.2,15.1,78,80,74,80,78.7,Pass
STU-2967,Female,Associate,94.2,21.4,74,79,80,74,74.1,Pass
STU-2968,Male,Master,72.9,5.0,45,46,49,52,45.6,Fail
STU-2969,Male,Master,97.1,12.7,76,84,82,74,76.9,Pass
STU-2970,Female,High School,72.0,15.9,48,54,48,49,48.2,Fail
STU-2971,Male,High School,89.0,16.1,78,84,74,76,78.1,Pass
STU-2972,Female,Associate,84.8,15.4,56,56,56,52,56.7,Pass
STU-2973,Female,Doctorate,81.5,17.3,67,65,68,72,67.4,Pass
STU-2974,Male,Bachelor,100.0,14.5,80,84,86,77,80.1,Pass
STU-2975,Male,Doctorate,83.7,13.4,62,71,67,58,62.3,Pass
STU-2976,Male,High School,81.5,18.8,71,79,66,65,71.8,Pass
STU-2977,Male,High School,56.9,8.6,57,60,55,65,57.1,Fail
STU-2978,Male,Doctorate,82.8,18.8,57,46,62,42,57.5,Pass
STU-2979,Male,Associate,91.8,15.0,91,96,92,86,91.0,Pass
STU-2980,Female,High School,68.3,14.2,48,48,45,43,48.9,Fail
STU-2981,Male,Master,63.1,24.9,60,57,59,59,60.3,Pass
STU-2982,Male,Associate,82.3,17.8,72,74,77,77,72.8,Pass
STU-2983,Male,High School,92.3,18.9,71,75,79,67,71.0,Pass
STU-2984,Female,Master,98.5,20.5,70,66,71,68,70.3,Pass
STU-2985,Female,Bachelor,77.6,9.9,66,61,70,65,66.2,Pass
STU-2986,Female,Associate,79.5,16.3,62,61,65,59,62.9,Pass
STU-2987,Female,Bachelor,89.1,17.9,56,51,49,58,56.4,Pass
STU-2988,Male,Master,67.3,15.2,35,38,41,37,35.9,Fail
STU-2989,Male,High School,60.7,18.6,54,49,50,49,54.2,Pass
STU-2990,Female,Associate,93.9,19.5,63,60,65,71,63.2,Pass
STU-2991,Male,Associate,73.6,27.3,80,86,80,76,80.8,Pass
STU-2992,Male,High School,73.8,21.0,67,65,66,72,67.6,Pass
STU-2993,Male,Doctorate,71.4,21.9,54,53,59,57,54.8,Pass
STU-2994,Female,Doctorate,91.4,18.2,65,61,68,62,65.9,Pass
STU-2995,Female,Bachelor,98.4,13.8,72,79,79,75,72.7,Pass
STU-2996,Female,Doctorate,79.2,8.2,50,46,52,51,50.0,Pass
STU-2997,Male,Bachelor,93.8,9.6,74,82,76,69,74.3,Pass
STU-2998,Male,Master,80.0,19.9,63,64,63,64,63.9,Pass
STU-2999,Female,Associate,81.3,22.6,81,80,87,80,81.3,Pass
STU-3000,Male,Bachelor,100.0,22.3,77,74,84,76,77.2,Pass
